employer_name,city,state,occupation,soc_code,job_title,estimated_headcount,headcount_confidence,salary_min,salary_median,salary_max,salary_confidence,location_confidence,overall_confidence,industry,inference_source,record_type
eClinicalWorks LLC,Boston,MA,healthcare_support,,Healthcare Support,29,0.35,36552,60920,106778,0.6,0.9,0.189,healthcare,employer_db:h1b_estimate,inferred_archetype
eClinicalWorks LLC,Boston,MA,administrative,43-6014,Secretaries and Administrative Assistants,29,0.35,29352,48920,73276,0.85,0.9,0.268,healthcare,employer_db:h1b_estimate,inferred_archetype
eClinicalWorks LLC,Boston,MA,management,11-1021,General and Operations Managers,9,0.35,86136,143560,225890,0.85,0.9,0.268,healthcare,employer_db:h1b_estimate,inferred_archetype
eClinicalWorks LLC,Boston,MA,facilities,,Facilities,9,0.35,36552,60920,106778,0.6,0.9,0.189,healthcare,employer_db:h1b_estimate,inferred_archetype
eClinicalWorks LLC,Boston,MA,other,,Other,29,0.35,36552,60920,106778,0.6,0.9,0.189,healthcare,employer_db:h1b_estimate,inferred_archetype
Motional AD Inc.,Boston,MA,administrative,43-6014,Secretaries and Administrative Assistants,48,0.35,29352,48920,73276,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
Motional AD Inc.,Boston,MA,sales,41-0000,Sales and Related Occupations,29,0.35,23352,38920,76048,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
Motional AD Inc.,Boston,MA,customer_service,,Customer Service,29,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
Motional AD Inc.,Boston,MA,management,11-1021,General and Operations Managers,19,0.35,86136,143560,225890,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
Motional AD Inc.,Boston,MA,skilled_trades,,Skilled Trades,29,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
Motional AD Inc.,Boston,MA,other,,Other,39,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
PTC Inc.,Boston,MA,administrative,43-6014,Secretaries and Administrative Assistants,45,0.35,29352,48920,73276,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
PTC Inc.,Boston,MA,sales,41-0000,Sales and Related Occupations,27,0.35,23352,38920,76048,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
PTC Inc.,Boston,MA,customer_service,,Customer Service,27,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
PTC Inc.,Boston,MA,management,11-1021,General and Operations Managers,18,0.35,86136,143560,225890,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
PTC Inc.,Boston,MA,skilled_trades,,Skilled Trades,27,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
PTC Inc.,Boston,MA,other,,Other,36,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
"UMass Memorial Medical Group, Inc.",Boston,MA,registered_nurses,29-1141,Registered Nurses,45,0.35,59004,98340,146552,0.85,0.9,0.268,healthcare,employer_db:h1b_estimate,inferred_archetype
"UMass Memorial Medical Group, Inc.",Boston,MA,physicians,29-1216,Physicians,14,0.35,151404,252340,366030,0.85,0.9,0.268,healthcare,employer_db:h1b_estimate,inferred_archetype
"UMass Memorial Medical Group, Inc.",Boston,MA,medical_technicians,,Medical Technicians,21,0.35,36552,60920,106778,0.6,0.9,0.189,healthcare,employer_db:h1b_estimate,inferred_archetype
"UMass Memorial Medical Group, Inc.",Boston,MA,healthcare_support,,Healthcare Support,27,0.35,36552,60920,106778,0.6,0.9,0.189,healthcare,employer_db:h1b_estimate,inferred_archetype
"UMass Memorial Medical Group, Inc.",Boston,MA,administrative,43-6014,Secretaries and Administrative Assistants,27,0.35,29352,48920,73276,0.85,0.9,0.268,healthcare,employer_db:h1b_estimate,inferred_archetype
"UMass Memorial Medical Group, Inc.",Boston,MA,management,11-1021,General and Operations Managers,9,0.35,86136,143560,225890,0.85,0.9,0.268,healthcare,employer_db:h1b_estimate,inferred_archetype
"UMass Memorial Medical Group, Inc.",Boston,MA,facilities,,Facilities,9,0.35,36552,60920,106778,0.6,0.9,0.189,healthcare,employer_db:h1b_estimate,inferred_archetype
"UMass Memorial Medical Group, Inc.",Boston,MA,other,,Other,27,0.35,36552,60920,106778,0.6,0.9,0.189,healthcare,employer_db:h1b_estimate,inferred_archetype
"Salesforce, Inc.",Boston,MA,administrative,43-6014,Secretaries and Administrative Assistants,45,0.35,29352,48920,73276,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
"Salesforce, Inc.",Boston,MA,sales,41-0000,Sales and Related Occupations,27,0.35,23352,38920,76048,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
"Salesforce, Inc.",Boston,MA,customer_service,,Customer Service,27,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
"Salesforce, Inc.",Boston,MA,management,11-1021,General and Operations Managers,18,0.35,86136,143560,225890,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
"Salesforce, Inc.",Boston,MA,skilled_trades,,Skilled Trades,27,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
"Salesforce, Inc.",Boston,MA,other,,Other,36,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
"Fidelity Technology Group, LLC",Boston,MA,software_developers,15-1252,Software Developers,72,0.35,84138,140230,204246,0.85,0.9,0.268,technology,employer_db:h1b_estimate,inferred_archetype
"Fidelity Technology Group, LLC",Boston,MA,data_scientists,15-2051,Data Scientists,14,0.35,73668,122780,179830,0.85,0.9,0.268,technology,employer_db:h1b_estimate,inferred_archetype
"Fidelity Technology Group, LLC",Boston,MA,product_managers,,Product Managers,14,0.35,36552,60920,106778,0.6,0.9,0.189,technology,employer_db:h1b_estimate,inferred_archetype
"Fidelity Technology Group, LLC",Boston,MA,designers,,Designers,9,0.35,36552,60920,106778,0.6,0.9,0.189,technology,employer_db:h1b_estimate,inferred_archetype
"Fidelity Technology Group, LLC",Boston,MA,sales,41-0000,Sales and Related Occupations,21,0.35,23352,38920,76048,0.85,0.9,0.268,technology,employer_db:h1b_estimate,inferred_archetype
"Fidelity Technology Group, LLC",Boston,MA,management,11-1021,General and Operations Managers,14,0.35,86136,143560,225890,0.85,0.9,0.268,technology,employer_db:h1b_estimate,inferred_archetype
"Fidelity Technology Group, LLC",Boston,MA,administrative,43-6014,Secretaries and Administrative Assistants,14,0.35,29352,48920,73276,0.85,0.9,0.268,technology,employer_db:h1b_estimate,inferred_archetype
"Fidelity Technology Group, LLC",Boston,MA,support,,Support,10,0.35,36552,60920,106778,0.6,0.9,0.189,technology,employer_db:h1b_estimate,inferred_archetype
"Fidelity Technology Group, LLC",Boston,MA,other,,Other,9,0.35,36552,60920,106778,0.6,0.9,0.189,technology,employer_db:h1b_estimate,inferred_archetype
"Meta Platforms, Inc",Boston,MA,administrative,43-6014,Secretaries and Administrative Assistants,45,0.35,29352,48920,73276,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
"Meta Platforms, Inc",Boston,MA,sales,41-0000,Sales and Related Occupations,27,0.35,23352,38920,76048,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
"Meta Platforms, Inc",Boston,MA,customer_service,,Customer Service,27,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
"Meta Platforms, Inc",Boston,MA,management,11-1021,General and Operations Managers,18,0.35,86136,143560,225890,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
"Meta Platforms, Inc",Boston,MA,skilled_trades,,Skilled Trades,27,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
"Meta Platforms, Inc",Boston,MA,other,,Other,36,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
"Chewy, Inc.",Boston,MA,administrative,43-6014,Secretaries and Administrative Assistants,41,0.35,29352,48920,73276,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
"Chewy, Inc.",Boston,MA,sales,41-0000,Sales and Related Occupations,24,0.35,23352,38920,76048,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
"Chewy, Inc.",Boston,MA,customer_service,,Customer Service,24,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
"Chewy, Inc.",Boston,MA,management,11-1021,General and Operations Managers,16,0.35,86136,143560,225890,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
"Chewy, Inc.",Boston,MA,skilled_trades,,Skilled Trades,24,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
"Chewy, Inc.",Boston,MA,other,,Other,33,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
"Lahey Clinic, Inc.",Boston,MA,registered_nurses,29-1141,Registered Nurses,41,0.35,59004,98340,146552,0.85,0.9,0.268,healthcare,employer_db:h1b_estimate,inferred_archetype
"Lahey Clinic, Inc.",Boston,MA,physicians,29-1216,Physicians,13,0.35,151404,252340,366030,0.85,0.9,0.268,healthcare,employer_db:h1b_estimate,inferred_archetype
"Lahey Clinic, Inc.",Boston,MA,medical_technicians,,Medical Technicians,19,0.35,36552,60920,106778,0.6,0.9,0.189,healthcare,employer_db:h1b_estimate,inferred_archetype
"Lahey Clinic, Inc.",Boston,MA,healthcare_support,,Healthcare Support,24,0.35,36552,60920,106778,0.6,0.9,0.189,healthcare,employer_db:h1b_estimate,inferred_archetype
"Lahey Clinic, Inc.",Boston,MA,administrative,43-6014,Secretaries and Administrative Assistants,24,0.35,29352,48920,73276,0.85,0.9,0.268,healthcare,employer_db:h1b_estimate,inferred_archetype
"Lahey Clinic, Inc.",Boston,MA,management,11-1021,General and Operations Managers,8,0.35,86136,143560,225890,0.85,0.9,0.268,healthcare,employer_db:h1b_estimate,inferred_archetype
"Lahey Clinic, Inc.",Boston,MA,facilities,,Facilities,8,0.35,36552,60920,106778,0.6,0.9,0.189,healthcare,employer_db:h1b_estimate,inferred_archetype
"Lahey Clinic, Inc.",Boston,MA,other,,Other,24,0.35,36552,60920,106778,0.6,0.9,0.189,healthcare,employer_db:h1b_estimate,inferred_archetype
NVIDIA Corporation,Boston,MA,administrative,43-6014,Secretaries and Administrative Assistants,41,0.35,29352,48920,73276,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
NVIDIA Corporation,Boston,MA,sales,41-0000,Sales and Related Occupations,24,0.35,23352,38920,76048,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
NVIDIA Corporation,Boston,MA,customer_service,,Customer Service,24,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
NVIDIA Corporation,Boston,MA,management,11-1021,General and Operations Managers,16,0.35,86136,143560,225890,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
NVIDIA Corporation,Boston,MA,skilled_trades,,Skilled Trades,24,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
NVIDIA Corporation,Boston,MA,other,,Other,33,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
"COMPUNNEL SOFTWARE GROUP, INC",Boston,MA,software_developers,15-1252,Software Developers,66,0.35,84138,140230,204246,0.85,0.9,0.268,technology,employer_db:h1b_estimate,inferred_archetype
"COMPUNNEL SOFTWARE GROUP, INC",Boston,MA,data_scientists,15-2051,Data Scientists,13,0.35,73668,122780,179830,0.85,0.9,0.268,technology,employer_db:h1b_estimate,inferred_archetype
"COMPUNNEL SOFTWARE GROUP, INC",Boston,MA,product_managers,,Product Managers,13,0.35,36552,60920,106778,0.6,0.9,0.189,technology,employer_db:h1b_estimate,inferred_archetype
"COMPUNNEL SOFTWARE GROUP, INC",Boston,MA,designers,,Designers,8,0.35,36552,60920,106778,0.6,0.9,0.189,technology,employer_db:h1b_estimate,inferred_archetype
"COMPUNNEL SOFTWARE GROUP, INC",Boston,MA,sales,41-0000,Sales and Related Occupations,19,0.35,23352,38920,76048,0.85,0.9,0.268,technology,employer_db:h1b_estimate,inferred_archetype
"COMPUNNEL SOFTWARE GROUP, INC",Boston,MA,management,11-1021,General and Operations Managers,13,0.35,86136,143560,225890,0.85,0.9,0.268,technology,employer_db:h1b_estimate,inferred_archetype
"COMPUNNEL SOFTWARE GROUP, INC",Boston,MA,administrative,43-6014,Secretaries and Administrative Assistants,13,0.35,29352,48920,73276,0.85,0.9,0.268,technology,employer_db:h1b_estimate,inferred_archetype
"COMPUNNEL SOFTWARE GROUP, INC",Boston,MA,support,,Support,9,0.35,36552,60920,106778,0.6,0.9,0.189,technology,employer_db:h1b_estimate,inferred_archetype
"COMPUNNEL SOFTWARE GROUP, INC",Boston,MA,other,,Other,8,0.35,36552,60920,106778,0.6,0.9,0.189,technology,employer_db:h1b_estimate,inferred_archetype
IROBOT CORPORATION,Boston,MA,administrative,43-6014,Secretaries and Administrative Assistants,41,0.35,29352,48920,73276,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
IROBOT CORPORATION,Boston,MA,sales,41-0000,Sales and Related Occupations,24,0.35,23352,38920,76048,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
IROBOT CORPORATION,Boston,MA,customer_service,,Customer Service,24,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
IROBOT CORPORATION,Boston,MA,management,11-1021,General and Operations Managers,16,0.35,86136,143560,225890,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
IROBOT CORPORATION,Boston,MA,skilled_trades,,Skilled Trades,24,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
IROBOT CORPORATION,Boston,MA,other,,Other,33,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
Homesite Group Incorporated,Boston,MA,administrative,43-6014,Secretaries and Administrative Assistants,41,0.35,29352,48920,73276,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
Homesite Group Incorporated,Boston,MA,sales,41-0000,Sales and Related Occupations,24,0.35,23352,38920,76048,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
Homesite Group Incorporated,Boston,MA,customer_service,,Customer Service,24,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
Homesite Group Incorporated,Boston,MA,management,11-1021,General and Operations Managers,16,0.35,86136,143560,225890,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
Homesite Group Incorporated,Boston,MA,skilled_trades,,Skilled Trades,24,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
Homesite Group Incorporated,Boston,MA,other,,Other,33,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
HARVARD MEDICAL FACULTY PHYSICIANS AT BETH ISRAEL DEACONESS MEDICAL CENTER,Boston,MA,registered_nurses,29-1141,Registered Nurses,41,0.35,59004,98340,146552,0.85,0.9,0.268,healthcare,employer_db:h1b_estimate,inferred_archetype
HARVARD MEDICAL FACULTY PHYSICIANS AT BETH ISRAEL DEACONESS MEDICAL CENTER,Boston,MA,physicians,29-1216,Physicians,13,0.35,151404,252340,366030,0.85,0.9,0.268,healthcare,employer_db:h1b_estimate,inferred_archetype
HARVARD MEDICAL FACULTY PHYSICIANS AT BETH ISRAEL DEACONESS MEDICAL CENTER,Boston,MA,medical_technicians,,Medical Technicians,19,0.35,36552,60920,106778,0.6,0.9,0.189,healthcare,employer_db:h1b_estimate,inferred_archetype
HARVARD MEDICAL FACULTY PHYSICIANS AT BETH ISRAEL DEACONESS MEDICAL CENTER,Boston,MA,healthcare_support,,Healthcare Support,24,0.35,36552,60920,106778,0.6,0.9,0.189,healthcare,employer_db:h1b_estimate,inferred_archetype
HARVARD MEDICAL FACULTY PHYSICIANS AT BETH ISRAEL DEACONESS MEDICAL CENTER,Boston,MA,administrative,43-6014,Secretaries and Administrative Assistants,24,0.35,29352,48920,73276,0.85,0.9,0.268,healthcare,employer_db:h1b_estimate,inferred_archetype
HARVARD MEDICAL FACULTY PHYSICIANS AT BETH ISRAEL DEACONESS MEDICAL CENTER,Boston,MA,management,11-1021,General and Operations Managers,8,0.35,86136,143560,225890,0.85,0.9,0.268,healthcare,employer_db:h1b_estimate,inferred_archetype
HARVARD MEDICAL FACULTY PHYSICIANS AT BETH ISRAEL DEACONESS MEDICAL CENTER,Boston,MA,facilities,,Facilities,8,0.35,36552,60920,106778,0.6,0.9,0.189,healthcare,employer_db:h1b_estimate,inferred_archetype
HARVARD MEDICAL FACULTY PHYSICIANS AT BETH ISRAEL DEACONESS MEDICAL CENTER,Boston,MA,other,,Other,24,0.35,36552,60920,106778,0.6,0.9,0.189,healthcare,employer_db:h1b_estimate,inferred_archetype
 John Hancock Life Insurance Company (USA),Boston,MA,financial_analysts,13-2051,Financial Analysts,24,0.35,65922,109870,171430,0.85,0.9,0.268,finance,employer_db:h1b_estimate,inferred_archetype
 John Hancock Life Insurance Company (USA),Boston,MA,accountants,13-2011,Accountants and Auditors,19,0.35,51804,86340,135688,0.85,0.9,0.268,finance,employer_db:h1b_estimate,inferred_archetype
 John Hancock Life Insurance Company (USA),Boston,MA,software_developers,15-1252,Software Developers,24,0.35,84138,140230,204246,0.85,0.9,0.268,finance,employer_db:h1b_estimate,inferred_archetype
 John Hancock Life Insurance Company (USA),Boston,MA,customer_service,,Customer Service,19,0.35,36552,60920,106778,0.6,0.9,0.189,finance,employer_db:h1b_estimate,inferred_archetype
 John Hancock Life Insurance Company (USA),Boston,MA,sales,41-0000,Sales and Related Occupations,16,0.35,23352,38920,76048,0.85,0.9,0.268,finance,employer_db:h1b_estimate,inferred_archetype
 John Hancock Life Insurance Company (USA),Boston,MA,management,11-1021,General and Operations Managers,16,0.35,86136,143560,225890,0.85,0.9,0.268,finance,employer_db:h1b_estimate,inferred_archetype
 John Hancock Life Insurance Company (USA),Boston,MA,administrative,43-6014,Secretaries and Administrative Assistants,19,0.35,29352,48920,73276,0.85,0.9,0.268,finance,employer_db:h1b_estimate,inferred_archetype
 John Hancock Life Insurance Company (USA),Boston,MA,compliance,,Compliance,13,0.35,36552,60920,106778,0.6,0.9,0.189,finance,employer_db:h1b_estimate,inferred_archetype
 John Hancock Life Insurance Company (USA),Boston,MA,other,,Other,9,0.35,36552,60920,106778,0.6,0.9,0.189,finance,employer_db:h1b_estimate,inferred_archetype
Symbotic LLC,Boston,MA,administrative,43-6014,Secretaries and Administrative Assistants,37,0.35,29352,48920,73276,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
Symbotic LLC,Boston,MA,sales,41-0000,Sales and Related Occupations,22,0.35,23352,38920,76048,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
Symbotic LLC,Boston,MA,customer_service,,Customer Service,22,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
Symbotic LLC,Boston,MA,management,11-1021,General and Operations Managers,15,0.35,86136,143560,225890,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
Symbotic LLC,Boston,MA,skilled_trades,,Skilled Trades,22,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
Symbotic LLC,Boston,MA,other,,Other,30,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
Sathram Corporation,Boston,MA,administrative,43-6014,Secretaries and Administrative Assistants,37,0.35,29352,48920,73276,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
Sathram Corporation,Boston,MA,sales,41-0000,Sales and Related Occupations,22,0.35,23352,38920,76048,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
Sathram Corporation,Boston,MA,customer_service,,Customer Service,22,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
Sathram Corporation,Boston,MA,management,11-1021,General and Operations Managers,15,0.35,86136,143560,225890,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
Sathram Corporation,Boston,MA,skilled_trades,,Skilled Trades,22,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
Sathram Corporation,Boston,MA,other,,Other,30,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
"Boston Higashi School, Inc.",Boston,MA,administrative,43-6014,Secretaries and Administrative Assistants,37,0.35,29352,48920,73276,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
"Boston Higashi School, Inc.",Boston,MA,sales,41-0000,Sales and Related Occupations,22,0.35,23352,38920,76048,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
"Boston Higashi School, Inc.",Boston,MA,customer_service,,Customer Service,22,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
"Boston Higashi School, Inc.",Boston,MA,management,11-1021,General and Operations Managers,15,0.35,86136,143560,225890,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
"Boston Higashi School, Inc.",Boston,MA,skilled_trades,,Skilled Trades,22,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
"Boston Higashi School, Inc.",Boston,MA,other,,Other,30,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
"Brigham and Women's Physicians Organization, Inc",Boston,MA,registered_nurses,29-1141,Registered Nurses,37,0.35,59004,98340,146552,0.85,0.9,0.268,healthcare,employer_db:h1b_estimate,inferred_archetype
"Brigham and Women's Physicians Organization, Inc",Boston,MA,physicians,29-1216,Physicians,12,0.35,151404,252340,366030,0.85,0.9,0.268,healthcare,employer_db:h1b_estimate,inferred_archetype
"Brigham and Women's Physicians Organization, Inc",Boston,MA,medical_technicians,,Medical Technicians,18,0.35,36552,60920,106778,0.6,0.9,0.189,healthcare,employer_db:h1b_estimate,inferred_archetype
"Brigham and Women's Physicians Organization, Inc",Boston,MA,healthcare_support,,Healthcare Support,22,0.35,36552,60920,106778,0.6,0.9,0.189,healthcare,employer_db:h1b_estimate,inferred_archetype
"Brigham and Women's Physicians Organization, Inc",Boston,MA,administrative,43-6014,Secretaries and Administrative Assistants,22,0.35,29352,48920,73276,0.85,0.9,0.268,healthcare,employer_db:h1b_estimate,inferred_archetype
"Brigham and Women's Physicians Organization, Inc",Boston,MA,management,11-1021,General and Operations Managers,7,0.35,86136,143560,225890,0.85,0.9,0.268,healthcare,employer_db:h1b_estimate,inferred_archetype
"Brigham and Women's Physicians Organization, Inc",Boston,MA,facilities,,Facilities,7,0.35,36552,60920,106778,0.6,0.9,0.189,healthcare,employer_db:h1b_estimate,inferred_archetype
"Brigham and Women's Physicians Organization, Inc",Boston,MA,other,,Other,22,0.35,36552,60920,106778,0.6,0.9,0.189,healthcare,employer_db:h1b_estimate,inferred_archetype
Boston Scientific Corporation,Boston,MA,administrative,43-6014,Secretaries and Administrative Assistants,37,0.35,29352,48920,73276,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
Boston Scientific Corporation,Boston,MA,sales,41-0000,Sales and Related Occupations,22,0.35,23352,38920,76048,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
Boston Scientific Corporation,Boston,MA,customer_service,,Customer Service,22,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
Boston Scientific Corporation,Boston,MA,management,11-1021,General and Operations Managers,15,0.35,86136,143560,225890,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
Boston Scientific Corporation,Boston,MA,skilled_trades,,Skilled Trades,22,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
Boston Scientific Corporation,Boston,MA,other,,Other,30,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
AstraZeneca Pharmaceuticals LP,Boston,MA,scientists,19-1042,Medical Scientists,47,0.35,53604,89340,138264,0.85,0.9,0.268,biotech,employer_db:h1b_estimate,inferred_archetype
AstraZeneca Pharmaceuticals LP,Boston,MA,research_associates,,Research Associates,20,0.35,36552,60920,106778,0.6,0.9,0.189,biotech,employer_db:h1b_estimate,inferred_archetype
AstraZeneca Pharmaceuticals LP,Boston,MA,manufacturing,,Manufacturing,16,0.35,36552,60920,106778,0.6,0.9,0.189,biotech,employer_db:h1b_estimate,inferred_archetype
AstraZeneca Pharmaceuticals LP,Boston,MA,quality_control,,Quality Control,10,0.35,36552,60920,106778,0.6,0.9,0.189,biotech,employer_db:h1b_estimate,inferred_archetype
AstraZeneca Pharmaceuticals LP,Boston,MA,regulatory,,Regulatory,6,0.35,36552,60920,106778,0.6,0.9,0.189,biotech,employer_db:h1b_estimate,inferred_archetype
AstraZeneca Pharmaceuticals LP,Boston,MA,software_developers,15-1252,Software Developers,10,0.35,84138,140230,204246,0.85,0.9,0.268,biotech,employer_db:h1b_estimate,inferred_archetype
AstraZeneca Pharmaceuticals LP,Boston,MA,management,11-1021,General and Operations Managers,9,0.35,86136,143560,225890,0.85,0.9,0.268,biotech,employer_db:h1b_estimate,inferred_archetype
AstraZeneca Pharmaceuticals LP,Boston,MA,administrative,43-6014,Secretaries and Administrative Assistants,6,0.35,29352,48920,73276,0.85,0.9,0.268,biotech,employer_db:h1b_estimate,inferred_archetype
AstraZeneca Pharmaceuticals LP,Boston,MA,other,,Other,6,0.35,36552,60920,106778,0.6,0.9,0.189,biotech,employer_db:h1b_estimate,inferred_archetype
Sanofi US Services Inc.,Boston,MA,administrative,43-6014,Secretaries and Administrative Assistants,33,0.35,29352,48920,73276,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
Sanofi US Services Inc.,Boston,MA,sales,41-0000,Sales and Related Occupations,20,0.35,23352,38920,76048,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
Sanofi US Services Inc.,Boston,MA,customer_service,,Customer Service,20,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
Sanofi US Services Inc.,Boston,MA,management,11-1021,General and Operations Managers,13,0.35,86136,143560,225890,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
Sanofi US Services Inc.,Boston,MA,skilled_trades,,Skilled Trades,20,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
Sanofi US Services Inc.,Boston,MA,other,,Other,27,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
Framingham Public Schools,Boston,MA,administrative,43-6014,Secretaries and Administrative Assistants,33,0.35,29352,48920,73276,0.85,0.9,0.268,k12_education,employer_db:h1b_estimate,inferred_archetype
Framingham Public Schools,Boston,MA,sales,41-0000,Sales and Related Occupations,20,0.35,23352,38920,76048,0.85,0.9,0.268,k12_education,employer_db:h1b_estimate,inferred_archetype
Framingham Public Schools,Boston,MA,customer_service,,Customer Service,20,0.35,36552,60920,106778,0.6,0.9,0.189,k12_education,employer_db:h1b_estimate,inferred_archetype
Framingham Public Schools,Boston,MA,management,11-1021,General and Operations Managers,13,0.35,86136,143560,225890,0.85,0.9,0.268,k12_education,employer_db:h1b_estimate,inferred_archetype
