employer_name,city,state,occupation,job_title,soc_code,estimated_headcount,salary_min,salary_median,salary_max,salary_confidence,headcount_confidence,location_confidence,overall_confidence,industry,source,record_type
"Analysis Group, Inc.",Boston,MA,skilled_trades,Skilled Trades,,15,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
"Analysis Group, Inc.",Boston,MA,other,Other,,21,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
"Alexion Pharmaceuticals, Inc.",Boston,MA,scientists,Medical Scientists,19-1042,36,53604,89340,138264,0.85,0.35,0.9,0.268,biotech,h1b_estimate,inferred_archetype
"Alexion Pharmaceuticals, Inc.",Boston,MA,research_associates,Research Associates,,15,36552,60920,106778,0.6,0.35,0.9,0.189,biotech,h1b_estimate,inferred_archetype
"Alexion Pharmaceuticals, Inc.",Boston,MA,manufacturing,Manufacturing,,12,36552,60920,106778,0.6,0.35,0.9,0.189,biotech,h1b_estimate,inferred_archetype
"Alexion Pharmaceuticals, Inc.",Boston,MA,quality_control,Quality Control,,8,36552,60920,106778,0.6,0.35,0.9,0.189,biotech,h1b_estimate,inferred_archetype
"Alexion Pharmaceuticals, Inc.",Boston,MA,regulatory,Regulatory,,5,36552,60920,106778,0.6,0.35,0.9,0.189,biotech,h1b_estimate,inferred_archetype
"Alexion Pharmaceuticals, Inc.",Boston,MA,software_developers,Software Developers,15-1252,8,84138,140230,204246,0.85,0.35,0.9,0.268,biotech,h1b_estimate,inferred_archetype
"Alexion Pharmaceuticals, Inc.",Boston,MA,management,General and Operations Managers,11-1021,7,86136,143560,225890,0.85,0.35,0.9,0.268,biotech,h1b_estimate,inferred_archetype
"Alexion Pharmaceuticals, Inc.",Boston,MA,administrative,Secretaries and Administrative Assistants,43-6014,5,29352,48920,73276,0.85,0.35,0.9,0.268,biotech,h1b_estimate,inferred_archetype
"Alexion Pharmaceuticals, Inc.",Boston,MA,other,Other,,5,36552,60920,106778,0.6,0.35,0.9,0.189,biotech,h1b_estimate,inferred_archetype
"McKinsey & Company, Inc. United States",Boston,MA,consultants,Consultants,,52,36552,60920,106778,0.6,0.35,0.9,0.189,consulting,h1b_estimate,inferred_archetype
"McKinsey & Company, Inc. United States",Boston,MA,analysts,Analysts,,21,36552,60920,106778,0.6,0.35,0.9,0.189,consulting,h1b_estimate,inferred_archetype
"McKinsey & Company, Inc. United States",Boston,MA,management,General and Operations Managers,11-1021,10,86136,143560,225890,0.85,0.35,0.9,0.268,consulting,h1b_estimate,inferred_archetype
"McKinsey & Company, Inc. United States",Boston,MA,administrative,Secretaries and Administrative Assistants,43-6014,10,29352,48920,73276,0.85,0.35,0.9,0.268,consulting,h1b_estimate,inferred_archetype
"McKinsey & Company, Inc. United States",Boston,MA,it_staff,It Staff,,5,36552,60920,106778,0.6,0.35,0.9,0.189,consulting,h1b_estimate,inferred_archetype
"McKinsey & Company, Inc. United States",Boston,MA,other,Other,,5,36552,60920,106778,0.6,0.35,0.9,0.189,consulting,h1b_estimate,inferred_archetype
InterSystems Corporation,Boston,MA,administrative,Secretaries and Administrative Assistants,43-6014,26,29352,48920,73276,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
InterSystems Corporation,Boston,MA,sales,Sales and Related Occupations,41-0000,15,23352,38920,76048,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
InterSystems Corporation,Boston,MA,customer_service,Customer Service,,15,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
InterSystems Corporation,Boston,MA,management,General and Operations Managers,11-1021,10,86136,143560,225890,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
InterSystems Corporation,Boston,MA,skilled_trades,Skilled Trades,,15,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
InterSystems Corporation,Boston,MA,other,Other,,21,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
"Red Hat, Inc.",Boston,MA,administrative,Secretaries and Administrative Assistants,43-6014,26,29352,48920,73276,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
"Red Hat, Inc.",Boston,MA,sales,Sales and Related Occupations,41-0000,15,23352,38920,76048,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
"Red Hat, Inc.",Boston,MA,customer_service,Customer Service,,15,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
"Red Hat, Inc.",Boston,MA,management,General and Operations Managers,11-1021,10,86136,143560,225890,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
"Red Hat, Inc.",Boston,MA,skilled_trades,Skilled Trades,,15,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
"Red Hat, Inc.",Boston,MA,other,Other,,21,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
"University of Massachusetts, Amherst",Boston,MA,faculty,Faculty,,26,36552,60920,106778,0.6,0.35,0.9,0.189,higher_education,h1b_estimate,inferred_archetype
"University of Massachusetts, Amherst",Boston,MA,research_staff,Research Staff,,15,36552,60920,106778,0.6,0.35,0.9,0.189,higher_education,h1b_estimate,inferred_archetype
"University of Massachusetts, Amherst",Boston,MA,administrative,Secretaries and Administrative Assistants,43-6014,21,29352,48920,73276,0.85,0.35,0.9,0.268,higher_education,h1b_estimate,inferred_archetype
"University of Massachusetts, Amherst",Boston,MA,student_services,Student Services,,10,36552,60920,106778,0.6,0.35,0.9,0.189,higher_education,h1b_estimate,inferred_archetype
"University of Massachusetts, Amherst",Boston,MA,facilities,Facilities,,10,36552,60920,106778,0.6,0.35,0.9,0.189,higher_education,h1b_estimate,inferred_archetype
"University of Massachusetts, Amherst",Boston,MA,it_staff,It Staff,,8,36552,60920,106778,0.6,0.35,0.9,0.189,higher_education,h1b_estimate,inferred_archetype
"University of Massachusetts, Amherst",Boston,MA,management,General and Operations Managers,11-1021,5,86136,143560,225890,0.85,0.35,0.9,0.268,higher_education,h1b_estimate,inferred_archetype
"University of Massachusetts, Amherst",Boston,MA,other,Other,,7,36552,60920,106778,0.6,0.35,0.9,0.189,higher_education,h1b_estimate,inferred_archetype
The Devereux Foundation,Boston,MA,administrative,Secretaries and Administrative Assistants,43-6014,26,29352,48920,73276,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
The Devereux Foundation,Boston,MA,sales,Sales and Related Occupations,41-0000,15,23352,38920,76048,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
The Devereux Foundation,Boston,MA,customer_service,Customer Service,,15,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
The Devereux Foundation,Boston,MA,management,General and Operations Managers,11-1021,10,86136,143560,225890,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
The Devereux Foundation,Boston,MA,skilled_trades,Skilled Trades,,15,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
The Devereux Foundation,Boston,MA,other,Other,,21,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
INFOSYS LIMITED,Boston,MA,administrative,Secretaries and Administrative Assistants,43-6014,26,29352,48920,73276,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
INFOSYS LIMITED,Boston,MA,sales,Sales and Related Occupations,41-0000,15,23352,38920,76048,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
INFOSYS LIMITED,Boston,MA,customer_service,Customer Service,,15,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
INFOSYS LIMITED,Boston,MA,management,General and Operations Managers,11-1021,10,86136,143560,225890,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
INFOSYS LIMITED,Boston,MA,skilled_trades,Skilled Trades,,15,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
INFOSYS LIMITED,Boston,MA,other,Other,,21,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
EMD MILLIPORE CORPORATION,Boston,MA,administrative,Secretaries and Administrative Assistants,43-6014,26,29352,48920,73276,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
EMD MILLIPORE CORPORATION,Boston,MA,sales,Sales and Related Occupations,41-0000,15,23352,38920,76048,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
EMD MILLIPORE CORPORATION,Boston,MA,customer_service,Customer Service,,15,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
EMD MILLIPORE CORPORATION,Boston,MA,management,General and Operations Managers,11-1021,10,86136,143560,225890,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
EMD MILLIPORE CORPORATION,Boston,MA,skilled_trades,Skilled Trades,,15,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
EMD MILLIPORE CORPORATION,Boston,MA,other,Other,,21,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
"ARRIS Global Services, Inc.",Boston,MA,administrative,Secretaries and Administrative Assistants,43-6014,22,29352,48920,73276,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
"ARRIS Global Services, Inc.",Boston,MA,sales,Sales and Related Occupations,41-0000,13,23352,38920,76048,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
"ARRIS Global Services, Inc.",Boston,MA,customer_service,Customer Service,,13,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
"ARRIS Global Services, Inc.",Boston,MA,management,General and Operations Managers,11-1021,9,86136,143560,225890,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
"ARRIS Global Services, Inc.",Boston,MA,skilled_trades,Skilled Trades,,13,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
"ARRIS Global Services, Inc.",Boston,MA,other,Other,,18,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
"New England Center  For Children, Inc. ",Boston,MA,administrative,Secretaries and Administrative Assistants,43-6014,22,29352,48920,73276,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
"New England Center  For Children, Inc. ",Boston,MA,sales,Sales and Related Occupations,41-0000,13,23352,38920,76048,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
"New England Center  For Children, Inc. ",Boston,MA,customer_service,Customer Service,,13,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
"New England Center  For Children, Inc. ",Boston,MA,management,General and Operations Managers,11-1021,9,86136,143560,225890,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
"New England Center  For Children, Inc. ",Boston,MA,skilled_trades,Skilled Trades,,13,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
"New England Center  For Children, Inc. ",Boston,MA,other,Other,,18,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
KAYAK Software Corporation,Boston,MA,software_developers,Software Developers,15-1252,36,84138,140230,204246,0.85,0.35,0.9,0.268,technology,h1b_estimate,inferred_archetype
KAYAK Software Corporation,Boston,MA,data_scientists,Data Scientists,15-2051,7,73668,122780,179830,0.85,0.35,0.9,0.268,technology,h1b_estimate,inferred_archetype
KAYAK Software Corporation,Boston,MA,product_managers,Product Managers,,7,36552,60920,106778,0.6,0.35,0.9,0.189,technology,h1b_estimate,inferred_archetype
KAYAK Software Corporation,Boston,MA,designers,Designers,,4,36552,60920,106778,0.6,0.35,0.9,0.189,technology,h1b_estimate,inferred_archetype
KAYAK Software Corporation,Boston,MA,sales,Sales and Related Occupations,41-0000,10,23352,38920,76048,0.85,0.35,0.9,0.268,technology,h1b_estimate,inferred_archetype
KAYAK Software Corporation,Boston,MA,management,General and Operations Managers,11-1021,7,86136,143560,225890,0.85,0.35,0.9,0.268,technology,h1b_estimate,inferred_archetype
KAYAK Software Corporation,Boston,MA,administrative,Secretaries and Administrative Assistants,43-6014,7,29352,48920,73276,0.85,0.35,0.9,0.268,technology,h1b_estimate,inferred_archetype
KAYAK Software Corporation,Boston,MA,support,Support,,5,36552,60920,106778,0.6,0.35,0.9,0.189,technology,h1b_estimate,inferred_archetype
KAYAK Software Corporation,Boston,MA,other,Other,,4,36552,60920,106778,0.6,0.35,0.9,0.189,technology,h1b_estimate,inferred_archetype
Boston Medical Center Corporation,Boston,MA,registered_nurses,Registered Nurses,29-1141,22,59004,98340,146552,0.85,0.35,0.9,0.268,healthcare,h1b_estimate,inferred_archetype
Boston Medical Center Corporation,Boston,MA,physicians,Physicians,29-1216,7,151404,252340,366030,0.85,0.35,0.9,0.268,healthcare,h1b_estimate,inferred_archetype
Boston Medical Center Corporation,Boston,MA,medical_technicians,Medical Technicians,,10,36552,60920,106778,0.6,0.35,0.9,0.189,healthcare,h1b_estimate,inferred_archetype
Boston Medical Center Corporation,Boston,MA,healthcare_support,Healthcare Support,,13,36552,60920,106778,0.6,0.35,0.9,0.189,healthcare,h1b_estimate,inferred_archetype
Boston Medical Center Corporation,Boston,MA,administrative,Secretaries and Administrative Assistants,43-6014,13,29352,48920,73276,0.85,0.35,0.9,0.268,healthcare,h1b_estimate,inferred_archetype
Boston Medical Center Corporation,Boston,MA,management,General and Operations Managers,11-1021,4,86136,143560,225890,0.85,0.35,0.9,0.268,healthcare,h1b_estimate,inferred_archetype
Boston Medical Center Corporation,Boston,MA,facilities,Facilities,,4,36552,60920,106778,0.6,0.35,0.9,0.189,healthcare,h1b_estimate,inferred_archetype
Boston Medical Center Corporation,Boston,MA,other,Other,,13,36552,60920,106778,0.6,0.35,0.9,0.189,healthcare,h1b_estimate,inferred_archetype
"Ring Therapeutics, Inc.",Boston,MA,scientists,Medical Scientists,19-1042,31,53604,89340,138264,0.85,0.35,0.9,0.268,biotech,h1b_estimate,inferred_archetype
"Ring Therapeutics, Inc.",Boston,MA,research_associates,Research Associates,,13,36552,60920,106778,0.6,0.35,0.9,0.189,biotech,h1b_estimate,inferred_archetype
"Ring Therapeutics, Inc.",Boston,MA,manufacturing,Manufacturing,,10,36552,60920,106778,0.6,0.35,0.9,0.189,biotech,h1b_estimate,inferred_archetype
"Ring Therapeutics, Inc.",Boston,MA,quality_control,Quality Control,,7,36552,60920,106778,0.6,0.35,0.9,0.189,biotech,h1b_estimate,inferred_archetype
"Ring Therapeutics, Inc.",Boston,MA,regulatory,Regulatory,,4,36552,60920,106778,0.6,0.35,0.9,0.189,biotech,h1b_estimate,inferred_archetype
"Ring Therapeutics, Inc.",Boston,MA,software_developers,Software Developers,15-1252,7,84138,140230,204246,0.85,0.35,0.9,0.268,biotech,h1b_estimate,inferred_archetype
"Ring Therapeutics, Inc.",Boston,MA,management,General and Operations Managers,11-1021,6,86136,143560,225890,0.85,0.35,0.9,0.268,biotech,h1b_estimate,inferred_archetype
"Ring Therapeutics, Inc.",Boston,MA,administrative,Secretaries and Administrative Assistants,43-6014,4,29352,48920,73276,0.85,0.35,0.9,0.268,biotech,h1b_estimate,inferred_archetype
"Ring Therapeutics, Inc.",Boston,MA,other,Other,,4,36552,60920,106778,0.6,0.35,0.9,0.189,biotech,h1b_estimate,inferred_archetype
Zebra Technologies Corporation,Boston,MA,software_developers,Software Developers,15-1252,36,84138,140230,204246,0.85,0.35,0.9,0.268,technology,h1b_estimate,inferred_archetype
Zebra Technologies Corporation,Boston,MA,data_scientists,Data Scientists,15-2051,7,73668,122780,179830,0.85,0.35,0.9,0.268,technology,h1b_estimate,inferred_archetype
Zebra Technologies Corporation,Boston,MA,product_managers,Product Managers,,7,36552,60920,106778,0.6,0.35,0.9,0.189,technology,h1b_estimate,inferred_archetype
Zebra Technologies Corporation,Boston,MA,designers,Designers,,4,36552,60920,106778,0.6,0.35,0.9,0.189,technology,h1b_estimate,inferred_archetype
Zebra Technologies Corporation,Boston,MA,sales,Sales and Related Occupations,41-0000,10,23352,38920,76048,0.85,0.35,0.9,0.268,technology,h1b_estimate,inferred_archetype
Zebra Technologies Corporation,Boston,MA,management,General and Operations Managers,11-1021,7,86136,143560,225890,0.85,0.35,0.9,0.268,technology,h1b_estimate,inferred_archetype
Zebra Technologies Corporation,Boston,MA,administrative,Secretaries and Administrative Assistants,43-6014,7,29352,48920,73276,0.85,0.35,0.9,0.268,technology,h1b_estimate,inferred_archetype
Zebra Technologies Corporation,Boston,MA,support,Support,,5,36552,60920,106778,0.6,0.35,0.9,0.189,technology,h1b_estimate,inferred_archetype
Zebra Technologies Corporation,Boston,MA,other,Other,,4,36552,60920,106778,0.6,0.35,0.9,0.189,technology,h1b_estimate,inferred_archetype
PFIZER INC.,Boston,MA,administrative,Secretaries and Administrative Assistants,43-6014,22,29352,48920,73276,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
PFIZER INC.,Boston,MA,sales,Sales and Related Occupations,41-0000,13,23352,38920,76048,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
PFIZER INC.,Boston,MA,customer_service,Customer Service,,13,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
PFIZER INC.,Boston,MA,management,General and Operations Managers,11-1021,9,86136,143560,225890,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
PFIZER INC.,Boston,MA,skilled_trades,Skilled Trades,,13,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
PFIZER INC.,Boston,MA,other,Other,,18,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
Worcester Polytechnic Institute,Boston,MA,software_developers,Software Developers,15-1252,36,84138,140230,204246,0.85,0.35,0.9,0.268,technology,h1b_estimate,inferred_archetype
Worcester Polytechnic Institute,Boston,MA,data_scientists,Data Scientists,15-2051,7,73668,122780,179830,0.85,0.35,0.9,0.268,technology,h1b_estimate,inferred_archetype
Worcester Polytechnic Institute,Boston,MA,product_managers,Product Managers,,7,36552,60920,106778,0.6,0.35,0.9,0.189,technology,h1b_estimate,inferred_archetype
Worcester Polytechnic Institute,Boston,MA,designers,Designers,,4,36552,60920,106778,0.6,0.35,0.9,0.189,technology,h1b_estimate,inferred_archetype
Worcester Polytechnic Institute,Boston,MA,sales,Sales and Related Occupations,41-0000,10,23352,38920,76048,0.85,0.35,0.9,0.268,technology,h1b_estimate,inferred_archetype
Worcester Polytechnic Institute,Boston,MA,management,General and Operations Managers,11-1021,7,86136,143560,225890,0.85,0.35,0.9,0.268,technology,h1b_estimate,inferred_archetype
Worcester Polytechnic Institute,Boston,MA,administrative,Secretaries and Administrative Assistants,43-6014,7,29352,48920,73276,0.85,0.35,0.9,0.268,technology,h1b_estimate,inferred_archetype
Worcester Polytechnic Institute,Boston,MA,support,Support,,5,36552,60920,106778,0.6,0.35,0.9,0.189,technology,h1b_estimate,inferred_archetype
Worcester Polytechnic Institute,Boston,MA,other,Other,,4,36552,60920,106778,0.6,0.35,0.9,0.189,technology,h1b_estimate,inferred_archetype
FUSION LIFE SCIENCES TECHNOLOGIES LLC,Boston,MA,software_developers,Software Developers,15-1252,36,84138,140230,204246,0.85,0.35,0.9,0.268,technology,h1b_estimate,inferred_archetype
FUSION LIFE SCIENCES TECHNOLOGIES LLC,Boston,MA,data_scientists,Data Scientists,15-2051,7,73668,122780,179830,0.85,0.35,0.9,0.268,technology,h1b_estimate,inferred_archetype
FUSION LIFE SCIENCES TECHNOLOGIES LLC,Boston,MA,product_managers,Product Managers,,7,36552,60920,106778,0.6,0.35,0.9,0.189,technology,h1b_estimate,inferred_archetype
FUSION LIFE SCIENCES TECHNOLOGIES LLC,Boston,MA,designers,Designers,,4,36552,60920,106778,0.6,0.35,0.9,0.189,technology,h1b_estimate,inferred_archetype
FUSION LIFE SCIENCES TECHNOLOGIES LLC,Boston,MA,sales,Sales and Related Occupations,41-0000,10,23352,38920,76048,0.85,0.35,0.9,0.268,technology,h1b_estimate,inferred_archetype
FUSION LIFE SCIENCES TECHNOLOGIES LLC,Boston,MA,management,General and Operations Managers,11-1021,7,86136,143560,225890,0.85,0.35,0.9,0.268,technology,h1b_estimate,inferred_archetype
FUSION LIFE SCIENCES TECHNOLOGIES LLC,Boston,MA,administrative,Secretaries and Administrative Assistants,43-6014,7,29352,48920,73276,0.85,0.35,0.9,0.268,technology,h1b_estimate,inferred_archetype
FUSION LIFE SCIENCES TECHNOLOGIES LLC,Boston,MA,support,Support,,5,36552,60920,106778,0.6,0.35,0.9,0.189,technology,h1b_estimate,inferred_archetype
FUSION LIFE SCIENCES TECHNOLOGIES LLC,Boston,MA,other,Other,,4,36552,60920,106778,0.6,0.35,0.9,0.189,technology,h1b_estimate,inferred_archetype
" NATIONAL GRID USA SERVICE COMPANY, INC.",Boston,MA,administrative,Secretaries and Administrative Assistants,43-6014,22,29352,48920,73276,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
" NATIONAL GRID USA SERVICE COMPANY, INC.",Boston,MA,sales,Sales and Related Occupations,41-0000,13,23352,38920,76048,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
" NATIONAL GRID USA SERVICE COMPANY, INC.",Boston,MA,customer_service,Customer Service,,13,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
" NATIONAL GRID USA SERVICE COMPANY, INC.",Boston,MA,management,General and Operations Managers,11-1021,9,86136,143560,225890,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
" NATIONAL GRID USA SERVICE COMPANY, INC.",Boston,MA,skilled_trades,Skilled Trades,,13,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
" NATIONAL GRID USA SERVICE COMPANY, INC.",Boston,MA,other,Other,,18,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
"Takeda Pharmaceuticals USA, Inc.",Boston,MA,scientists,Medical Scientists,19-1042,31,53604,89340,138264,0.85,0.35,0.9,0.268,biotech,h1b_estimate,inferred_archetype
"Takeda Pharmaceuticals USA, Inc.",Boston,MA,research_associates,Research Associates,,13,36552,60920,106778,0.6,0.35,0.9,0.189,biotech,h1b_estimate,inferred_archetype
"Takeda Pharmaceuticals USA, Inc.",Boston,MA,manufacturing,Manufacturing,,10,36552,60920,106778,0.6,0.35,0.9,0.189,biotech,h1b_estimate,inferred_archetype
"Takeda Pharmaceuticals USA, Inc.",Boston,MA,quality_control,Quality Control,,7,36552,60920,106778,0.6,0.35,0.9,0.189,biotech,h1b_estimate,inferred_archetype
"Takeda Pharmaceuticals USA, Inc.",Boston,MA,regulatory,Regulatory,,4,36552,60920,106778,0.6,0.35,0.9,0.189,biotech,h1b_estimate,inferred_archetype
"Takeda Pharmaceuticals USA, Inc.",Boston,MA,software_developers,Software Developers,15-1252,7,84138,140230,204246,0.85,0.35,0.9,0.268,biotech,h1b_estimate,inferred_archetype
"Takeda Pharmaceuticals USA, Inc.",Boston,MA,management,General and Operations Managers,11-1021,6,86136,143560,225890,0.85,0.35,0.9,0.268,biotech,h1b_estimate,inferred_archetype
"Takeda Pharmaceuticals USA, Inc.",Boston,MA,administrative,Secretaries and Administrative Assistants,43-6014,4,29352,48920,73276,0.85,0.35,0.9,0.268,biotech,h1b_estimate,inferred_archetype
"Takeda Pharmaceuticals USA, Inc.",Boston,MA,other,Other,,4,36552,60920,106778,0.6,0.35,0.9,0.189,biotech,h1b_estimate,inferred_archetype
"Cisco Systems, Inc.",Boston,MA,administrative,Secretaries and Administrative Assistants,43-6014,22,29352,48920,73276,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
"Cisco Systems, Inc.",Boston,MA,sales,Sales and Related Occupations,41-0000,13,23352,38920,76048,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
"Cisco Systems, Inc.",Boston,MA,customer_service,Customer Service,,13,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
"Cisco Systems, Inc.",Boston,MA,management,General and Operations Managers,11-1021,9,86136,143560,225890,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
"Cisco Systems, Inc.",Boston,MA,skilled_trades,Skilled Trades,,13,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
"Cisco Systems, Inc.",Boston,MA,other,Other,,18,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
Woods Hole Oceanographic Institution,Boston,MA,administrative,Secretaries and Administrative Assistants,43-6014,22,29352,48920,73276,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
Woods Hole Oceanographic Institution,Boston,MA,sales,Sales and Related Occupations,41-0000,13,23352,38920,76048,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
Woods Hole Oceanographic Institution,Boston,MA,customer_service,Customer Service,,13,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
Woods Hole Oceanographic Institution,Boston,MA,management,General and Operations Managers,11-1021,9,86136,143560,225890,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
Woods Hole Oceanographic Institution,Boston,MA,skilled_trades,Skilled Trades,,13,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
Woods Hole Oceanographic Institution,Boston,MA,other,Other,,18,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
"SCHNEIDER ELECTRIC USA, INC.",Boston,MA,administrative,Secretaries and Administrative Assistants,43-6014,22,29352,48920,73276,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
"SCHNEIDER ELECTRIC USA, INC.",Boston,MA,sales,Sales and Related Occupations,41-0000,13,23352,38920,76048,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
"SCHNEIDER ELECTRIC USA, INC.",Boston,MA,customer_service,Customer Service,,13,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
"SCHNEIDER ELECTRIC USA, INC.",Boston,MA,management,General and Operations Managers,11-1021,9,86136,143560,225890,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
"SCHNEIDER ELECTRIC USA, INC.",Boston,MA,skilled_trades,Skilled Trades,,13,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
"SCHNEIDER ELECTRIC USA, INC.",Boston,MA,other,Other,,18,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
CitiusTech Inc.,Boston,MA,software_developers,Software Developers,15-1252,36,84138,140230,204246,0.85,0.35,0.9,0.268,technology,h1b_estimate,inferred_archetype
CitiusTech Inc.,Boston,MA,data_scientists,Data Scientists,15-2051,7,73668,122780,179830,0.85,0.35,0.9,0.268,technology,h1b_estimate,inferred_archetype
CitiusTech Inc.,Boston,MA,product_managers,Product Managers,,7,36552,60920,106778,0.6,0.35,0.9,0.189,technology,h1b_estimate,inferred_archetype
CitiusTech Inc.,Boston,MA,designers,Designers,,4,36552,60920,106778,0.6,0.35,0.9,0.189,technology,h1b_estimate,inferred_archetype
CitiusTech Inc.,Boston,MA,sales,Sales and Related Occupations,41-0000,10,23352,38920,76048,0.85,0.35,0.9,0.268,technology,h1b_estimate,inferred_archetype
CitiusTech Inc.,Boston,MA,management,General and Operations Managers,11-1021,7,86136,143560,225890,0.85,0.35,0.9,0.268,technology,h1b_estimate,inferred_archetype
CitiusTech Inc.,Boston,MA,administrative,Secretaries and Administrative Assistants,43-6014,7,29352,48920,73276,0.85,0.35,0.9,0.268,technology,h1b_estimate,inferred_archetype
